customer_id,customer_name,segment,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment
SV-20785,Stewart Visinsky,Consumer,320,9,4105.305,1,5,4,154,At Risk
BE-11410,Bobby Elias,Consumer,98,5,2261.438,3,2,3,323,Hibernating
SC-20680,Steve Carroll,Home Office,126,6,1254.64,2,3,2,232,Hibernating
DF-13135,David Flashing,Consumer,700,3,2390.534,1,1,3,113,About to Sleep
FH-14350,Fred Harton,Consumer,212,4,2271.284,2,1,3,213,About to Sleep
MS-17530,MaryBeth Skach,Consumer,434,4,475.656,1,2,1,121,Lost Customers
RH-19555,Ritsa Hightower,Consumer,519,2,740.382,1,1,1,111,Lost Customers
GA-14515,George Ashbrook,Consumer,149,8,3919.776,2,4,4,244,At Risk
JP-16135,Julie Prescott,Home Office,102,9,1707.71,3,5,2,352,Hibernating
Dp-13240,Dean percer,Home Office,84,11,7198.761,3,5,5,355,Loyal Customers
MO-17950,Michael Oakman,Consumer,180,2,154.288,2,1,1,211,Lost Customers
DL-13330,Denise Leinenbach,Consumer,57,4,585.02,3,1,1,311,Need Attention
MH-18025,Michelle Huthwaite,Consumer,49,5,2984.948,4,2,4,424,Potential Loyalists
DR-12940,Daniel Raglin,Home Office,50,8,8350.868,4,4,5,445,Champions
DM-13015,Darrin Martin,Consumer,57,7,6345.103,3,3,5,335,Loyal Customers
CA-11965,Carol Adams,Corporate,96,6,3789.7228,3,3,4,334,Loyal Customers
AC-10660,Anna Chung,Consumer,282,5,657.316,1,2,1,121,Lost Customers
DM-13345,Denise Monton,Corporate,22,8,4074.472,5,4,4,544,Champions
VF-21715,Vicky Freymann,Home Office,13,5,847.944,5,3,1,531,Hibernating
CC-12370,Christopher Conant,Consumer,43,5,12129.072000000002,4,2,5,425,Potential Loyalists
BF-11275,Beth Fritzler,Corporate,57,3,791.9899999999999,3,1,1,311,Need Attention
HG-14845,Harry Greene,Consumer,54,5,785.628,3,2,1,321,Need Attention
BP-11155,Becky Pak,Consumer,89,6,1697.861,3,3,2,332,Hibernating
EM-14140,Eugene Moren,Home Office,48,6,4588.436000000001,4,3,5,435,Loyal Customers
MA-17995,Michelle Arnett,Home Office,186,6,2453.284,2,3,3,233,At Risk
AY-10555,Andy Yotov,Corporate,14,4,497.014,5,1,1,511,New Customers
GB-14575,Giulietta Baptist,Consumer,13,5,4716.288,5,2,5,525,Potential Loyalists
JB-16045,Julia Barnett,Home Office,7,5,2518.115,5,2,3,523,Potential Loyalists
MG-17875,Michael Grace,Home Office,116,5,1242.833,2,2,2,222,Lost Customers
SR-20425,Sharelle Roach,Home Office,8,5,3233.481,5,2,4,524,Potential Loyalists
JB-16000,Joy Bell-,Consumer,43,7,644.1188,4,4,1,441,Hibernating
DM-12955,Dario Medina,Corporate,114,7,1322.034,2,3,2,232,Hibernating
TC-21475,Tony Chapman,Home Office,153,9,1244.976,2,5,2,252,Hibernating
SW-20350,Sean Wendt,Home Office,162,3,1019.044,2,1,2,212,Lost Customers
RE-19450,Richard Eichhorn,Consumer,302,5,876.696,1,2,1,121,Lost Customers
BF-11215,Benjamin Farhat,Home Office,65,4,1585.162,3,1,2,312,Need Attention
KB-16405,Katrina Bavinger,Home Office,117,3,908.821,2,1,1,211,Lost Customers
JG-15310,Jason Gross,Corporate,2,6,2240.58,5,3,3,533,Loyal Customers
EC-14050,Erin Creighton,Consumer,53,5,461.914,4,2,1,421,Need Attention
EB-14110,Eugene Barchas,Consumer,113,6,3071.126,2,3,4,234,At Risk
JP-15460,Jennifer Patt,Corporate,37,7,1669.135,4,4,2,442,Hibernating
CS-11845,Cari Sayre,Corporate,91,5,1278.954,3,2,2,322,Need Attention
GH-14410,Gary Hansen,Home Office,75,9,2819.467,3,5,4,354,Loyal Customers
PT-19090,Pete Takahito,Consumer,71,4,160.572,3,2,1,321,Need Attention
JL-15130,Jack Lebron,Consumer,8,6,1214.956,5,3,2,532,Hibernating
AH-10030,Aaron Hawkins,Corporate,12,7,1744.7,5,3,3,533,Loyal Customers
CC-12475,Cindy Chapman,Consumer,39,9,1659.438,4,5,2,452,Hibernating
DW-13195,David Wiener,Corporate,69,6,1080.751,3,3,2,332,Hibernating
SJ-20215,Sarah Jordon,Consumer,29,6,1341.036,4,3,2,432,Hibernating
BG-11740,Bruce Geld,Consumer,57,6,1006.356,3,3,2,332,Hibernating
LB-16795,Laurel Beltran,Home Office,152,8,4985.676,2,4,5,245,At Risk
CM-11815,Candace McMahon,Corporate,131,6,1673.888,2,3,2,232,Hibernating
EH-14185,Evan Henry,Consumer,105,6,923.884,2,3,1,231,Hibernating
TS-21505,Tony Sayre,Consumer,11,6,2243.274,5,3,3,533,Loyal Customers
PR-18880,Patrick Ryan,Consumer,36,5,1840.178,4,2,3,423,Potential Loyalists
LC-17050,Liz Carlisle,Consumer,54,5,2095.064,3,2,3,323,Hibernating
CS-12490,Cindy Schnelling,Corporate,424,4,1077.2285,1,1,2,112,Lost Customers
DH-13075,Dave Hallsten,Corporate,277,6,4932.872,1,3,5,135,At Risk
JO-15145,Jack O'Briant,Corporate,57,9,3254.949,3,5,4,354,Loyal Customers
AH-10690,Anna Häberlin,Corporate,410,12,7888.294,1,5,5,155,At Risk
HJ-14875,Heather Jas,Home Office,126,5,358.1,2,2,1,221,Lost Customers
MH-17455,Mark Hamilton,Consumer,85,8,2456.182,3,4,3,343,Loyal Customers
RD-19930,Russell D'Ascenzo,Consumer,42,4,970.942,4,2,2,422,Potential Loyalists
SC-20020,Sam Craven,Consumer,781,5,3362.9636,1,2,4,124,About to Sleep
SU-20665,Stephanie Ulpright,Home Office,20,7,2595.364,5,4,3,543,Loyal Customers
FC-14335,Fred Chung,Corporate,184,7,3889.366,2,3,4,234,At Risk
RB-19330,Randy Bradley,Consumer,68,2,1008.196,3,1,2,312,Need Attention
NC-18535,Nick Crebassa,Corporate,6,7,8241.739,5,4,5,545,Champions
DB-12970,Darren Budd,Corporate,241,5,2839.2272,1,2,4,124,About to Sleep
MF-17665,Maureen Fritzler,Corporate,421,5,937.039,1,2,1,121,Lost Customers
RM-19750,Roland Murray,Consumer,299,1,98.35,1,1,1,111,Lost Customers
VM-21835,Vivian Mathis,Consumer,117,5,380.69,2,3,1,231,Hibernating
EJ-13720,Ed Jacobs,Consumer,302,4,2162.174,1,1,3,113,About to Sleep
NC-18415,Nathan Cano,Consumer,41,6,2218.99,4,3,3,433,Loyal Customers
LS-17230,Lycoris Saunders,Consumer,777,3,368.88000000000005,1,1,1,111,Lost Customers
KE-16420,Katrina Edelman,Corporate,26,8,1686.7312,5,4,2,542,Hibernating
DH-13675,Duane Huffman,Home Office,776,4,1043.096,1,1,2,112,Lost Customers
PF-19120,Peter Fuller,Consumer,835,4,9062.864,1,2,5,125,About to Sleep
VT-21700,Valerie Takahito,Home Office,1000,2,1736.596,1,1,2,112,Lost Customers
MG-17695,Maureen Gnade,Consumer,555,3,1342.282,1,1,2,112,Lost Customers
SP-20920,Susan Pistek,Consumer,70,6,3990.689,3,3,4,334,Loyal Customers
CS-12175,Charles Sheldon,Corporate,232,5,844.4580000000001,1,2,1,121,Lost Customers
DK-12895,Dana Kaydos,Consumer,45,5,4282.176,4,2,4,424,Potential Loyalists
KM-16660,Khloe Miller,Consumer,15,5,453.538,5,2,1,521,Need Attention
AA-10645,Anna Andreadi,Consumer,55,6,5086.935,3,3,5,335,Loyal Customers
DD-13570,Dorothy Dickinson,Consumer,41,6,269.542,4,3,1,431,Hibernating
AH-10465,Amy Hunt,Consumer,230,5,2495.3916,1,2,3,123,About to Sleep
TP-21565,Tracy Poddar,Corporate,350,4,1936.64,1,2,3,123,About to Sleep
EK-13795,Eileen Kiefer,Home Office,44,4,1303.478,4,1,2,412,Potential Loyalists
CR-12820,Cyra Reiten,Home Office,85,3,1397.8724,3,1,2,312,Need Attention
SG-20890,Susan Gilcrest,Corporate,226,3,47.946,1,1,1,111,Lost Customers
AH-10585,Angele Hood,Consumer,21,4,738.504,5,1,1,511,New Customers
NF-18475,Neil Französisch,Home Office,525,4,377.162,1,2,1,121,Lost Customers
BS-11365,Bill Shonely,Corporate,558,5,10501.653,1,2,5,125,About to Sleep
SH-20635,Stefanie Holloman,Corporate,765,2,2096.392,1,1,3,113,About to Sleep
RD-19720,Roger Demir,Consumer,21,10,1419.737,5,5,2,552,Hibernating
AG-10330,Alex Grayson,Consumer,8,5,660.972,5,2,1,521,Need Attention
GR-14560,Georgia Rosenberg,Corporate,1135,2,1284.38,1,1,2,112,Lost Customers
VS-21820,Vivek Sundaresam,Consumer,221,4,1055.981,2,2,2,222,Lost Customers
TM-21490,Tony Molinari,Consumer,130,3,1094.678,2,1,2,212,Lost Customers
TS-21430,Tom Stivers,Corporate,172,5,2054.14,2,3,3,233,At Risk
DB-13360,Dennis Bolton,Home Office,264,5,1081.466,1,2,2,122,Lost Customers
NR-18550,Nick Radford,Consumer,210,5,2367.277,2,2,3,223,About to Sleep
CS-11860,Cari Schnelling,Consumer,162,6,537.632,2,3,1,231,Hibernating
MF-18250,Monica Federle,Corporate,7,5,1758.3,5,2,3,523,Potential Loyalists
LW-17125,Liz Willingham,Consumer,205,3,1259.04,2,1,2,212,Lost Customers
AR-10345,Alex Russell,Corporate,111,4,1055.694,2,1,2,212,Lost Customers
KS-16300,Karen Seio,Corporate,295,3,88.472,1,1,1,111,Lost Customers
AB-10015,Aaron Bergman,Consumer,415,3,886.156,1,1,1,111,Lost Customers
LR-17035,Lisa Ryan,Corporate,132,5,1879.306,2,2,3,223,About to Sleep
SS-20410,Shahid Shariari,Consumer,110,6,3056.807,2,3,4,234,At Risk
JM-15580,Jill Matthias,Consumer,0,5,303.948,5,2,1,521,Need Attention
JK-15325,Jason Klamczynski,Corporate,287,3,383.812,1,1,1,111,Lost Customers
DM-13525,Don Miller,Corporate,481,3,1376.792,1,1,2,112,Lost Customers
ML-18265,Muhammed Lee,Consumer,100,2,162.232,3,1,1,311,Need Attention
MH-17290,Marc Harrigan,Home Office,119,6,2394.025,2,3,3,233,At Risk
FC-14245,Frank Carlisle,Home Office,70,7,3418.742,3,3,4,334,Loyal Customers
TH-21115,Thea Hudgings,Corporate,58,4,2942.772,3,2,4,324,Hibernating
JK-16090,Juliana Krohn,Consumer,28,3,3747.668,4,1,4,414,Potential Loyalists
SB-20185,Sarah Brown,Consumer,188,6,6410.996,2,3,5,235,At Risk
BG-11035,Barry Gonzalez,Consumer,28,8,2798.948,4,4,4,444,Champions
BW-11065,Barry Weirich,Consumer,212,3,385.516,2,1,1,211,Lost Customers
MG-18205,Mitch Gastineau,Corporate,264,1,16.739,1,1,1,111,Lost Customers
DO-13645,Doug O'Connell,Consumer,26,7,1267.316,5,3,2,532,Hibernating
BP-11050,Barry Pond,Corporate,83,5,983.42,3,2,2,322,Need Attention
TS-21655,Trudy Schmidt,Consumer,238,5,3368.094,1,3,4,134,At Risk
EM-14200,Evan Minnotte,Home Office,158,3,366.822,2,1,1,211,Lost Customers
AO-10810,Anthony O'Donnell,Corporate,501,1,161.28,1,1,1,111,Lost Customers
MH-17440,Mark Haberlin,Corporate,376,4,400.016,1,2,1,121,Lost Customers
SS-20515,Shirley Schmidt,Home Office,491,3,613.4,1,1,1,111,Lost Customers
LD-16855,Lela Donovan,Corporate,552,1,5.304,1,1,1,111,Lost Customers
VP-21760,Victoria Pisteka,Corporate,75,7,3360.526,3,4,4,344,Loyal Customers
TC-21145,Theresa Coyne,Corporate,106,1,1038.26,2,1,2,212,Lost Customers
IM-15055,Ionia McGrath,Consumer,409,3,2872.63,1,1,4,114,About to Sleep
AR-10570,Anemone Ratner,Consumer,534,1,88.15,1,1,1,111,Lost Customers
CM-12715,Craig Molinari,Corporate,1035,4,3984.4524,1,1,4,114,About to Sleep
FW-14395,Fred Wasserman,Corporate,362,3,79.75,1,1,1,111,Lost Customers
LC-16960,Lindsay Castell,Home Office,436,4,3246.626,1,1,4,114,About to Sleep
HE-14800,Harold Engle,Corporate,12,4,883.5319999999999,5,1,1,511,New Customers
BD-11560,Brendan Dodson,Home Office,278,2,320.54,1,1,1,111,Lost Customers
HD-14785,Harold Dahlen,Home Office,769,3,251.36,1,1,1,111,Lost Customers
CJ-11875,Carl Jackson,Corporate,365,1,16.52,1,1,1,111,Lost Customers
RS-19870,Roy Skaria,Home Office,19,2,22.328,5,1,1,511,New Customers
SC-20845,Sung Chung,Consumer,131,2,280.632,2,1,1,211,Lost Customers
RE-19405,Ricardo Emerson,Consumer,1097,1,48.36,1,1,1,111,Lost Customers
SM-20905,Susan MacKendrick,Consumer,606,1,1043.041,1,1,2,112,Lost Customers
