customer_id,recency_days,frequency_orders,monetary_value,total_profit,customer_name,segment,r_score,f_score,m_score,rfm_score,rfm_combined_score,customer_segment
ML-17410,55,6,2921.5,-76.17550000000003,Maris LaWare,Consumer,3,3,4,334,10,Loyal Customers
ML-17755,30,7,2071.9139999999998,409.51120000000003,Max Ludwig,Home Office,4,4,3,443,11,Loyal Customers
ML-18040,80,3,742.082,138.71620000000001,Michelle Lonsdale,Corporate,3,1,1,311,5,Promising / Needs Attention
ML-18265,101,2,162.232,42.6648,Muhammed Lee,Consumer,3,1,1,311,5,Promising / Needs Attention
MM-17260,169,4,1314.023,178.402,Magdelene Morse,Consumer,2,2,2,222,6,Hibernating / Lost
MM-17920,8,11,3794.0800000000004,82.12499999999997,Michael Moore,Consumer,5,5,4,554,14,Champions
MM-18055,62,8,2749.881,-520.3443,Michelle Moray,Consumer,3,4,3,343,10,Loyal Customers
MM-18280,86,9,775.414,58.8916,Muhammed MacIntyre,Corporate,3,5,1,351,9,Promising / Needs Attention
MN-17935,35,6,2477.946,290.8227,Michael Nguyen,Consumer,4,3,3,433,10,Loyal Customers
MO-17500,73,4,922.487,59.357699999999994,Mary O'Rourke,Consumer,3,2,1,321,6,Promising / Needs Attention
MO-17800,105,8,1687.0269999999998,169.34369999999998,Meg O'Connel,Home Office,2,4,2,242,8,Promising / Needs Attention
MO-17950,181,2,154.288,-82.0074,Michael Oakman,Consumer,2,1,1,211,4,Hibernating / Lost
MP-17470,720,7,3206.132,600.2873,Mark Packer,Home Office,1,4,4,144,9,At Risk
MP-17965,73,9,3983.6420000000003,638.1563,Michael Paige,Corporate,3,5,4,354,12,Loyal Customers
MP-18175,17,9,5087.92,226.4529,Mike Pelletier,Home Office,5,5,5,555,15,Champions
MR-17545,126,4,639.178,162.9363,Mathew Reese,Home Office,2,2,1,221,5,Hibernating / Lost
MS-17365,274,10,7443.6900000000005,844.9354999999998,Maribeth Schnelling,Consumer,1,5,5,155,11,At Risk
MS-17530,435,4,475.65599999999995,84.0268,MaryBeth Skach,Consumer,1,2,1,121,4,Hibernating / Lost
MS-17710,414,6,1613.402,247.4348,Maurice Satty,Consumer,1,3,2,132,6,Promising / Needs Attention
MS-17770,122,9,3144.678,280.85839999999996,Maxwell Schwartz,Consumer,2,5,4,254,11,At Risk
MS-17830,453,4,370.348,19.431199999999997,Melanie Seite,Consumer,1,2,1,121,4,Hibernating / Lost
MS-17980,27,6,855.116,55.226,Michael Stewart,Corporate,5,3,1,531,9,Potential Loyalists
MT-17815,50,6,2890.139,509.0068,Meg Tillman,Consumer,4,3,4,434,11,Loyal Customers
MT-18070,204,4,1319.4498,-23.676300000000005,Michelle Tran,Home Office,2,2,2,222,6,Hibernating / Lost
MV-17485,28,9,1560.05,189.0258,Mark Van Huff,Consumer,4,5,2,452,11,Promising / Needs Attention
MV-18190,20,7,1734.574,273.8582,Mike Vittorini,Consumer,5,4,2,542,11,Promising / Needs Attention
MW-18220,18,7,5341.900000000001,1238.422,Mitch Webber,Consumer,5,4,5,545,14,Champions
MW-18235,45,2,5253.876,1665.516,Mitch Willingham,Corporate,4,1,5,415,10,Potential Loyalists
MY-17380,30,7,2254.285,319.1211,Maribeth Yedwab,Corporate,4,4,3,443,11,Loyal Customers
MY-18295,72,11,4152.696,-371.7111,Muhammed Yedwab,Corporate,3,5,4,354,12,Loyal Customers
MZ-17335,31,4,593.606,85.01910000000001,Maria Zettner,Home Office,4,2,1,421,7,Potential Loyalists
MZ-17515,283,6,2564.906,787.7503,Mary Zewe,Corporate,1,3,3,133,7,At Risk
NB-18580,1166,2,273.87199999999996,24.788800000000002,Nicole Brennan,Corporate,1,1,1,111,3,Hibernating / Lost
NB-18655,20,9,1972.599,117.6429,Nona Balk,Corporate,5,5,3,553,13,Loyal Customers
NC-18340,225,5,2461.404,580.3075,Nat Carroll,Consumer,2,2,3,223,7,About to Sleep
NC-18415,42,6,2218.9900000000002,-2204.8072,Nathan Cano,Consumer,4,3,3,433,10,Loyal Customers
NC-18535,7,7,8241.739,1314.758,Nick Crebassa,Corporate,5,4,5,545,14,Champions
NC-18625,205,5,1821.742,-359.02099999999996,Noah Childs,Corporate,2,2,3,223,7,About to Sleep
ND-18370,28,9,4326.139,353.64549999999997,Natalie DeCherney,Consumer,4,5,5,455,14,Champions
ND-18460,184,6,2893.455,443.33680000000004,Neil Ducich,Corporate,2,3,4,234,9,At Risk
NF-18385,80,7,8322.826,-1695.9714,Natalie Fritzler,Consumer,3,4,5,345,12,Loyal Customers
NF-18475,526,4,377.16200000000003,85.92779999999999,Neil Französisch,Home Office,1,2,1,121,4,Hibernating / Lost
NF-18595,115,7,2031.472,388.2131,Nicole Fjeld,Home Office,2,4,3,243,9,At Risk
NG-18355,49,5,1869.58,313.63349999999997,Nat Gilpin,Corporate,4,2,3,423,9,Potential Loyalists
NG-18430,49,5,1395.9379999999999,217.0893,Nathan Gelder,Consumer,4,2,2,422,8,Potential Loyalists
NH-18610,190,7,2673.29,760.1666,Nicole Hansen,Corporate,2,4,3,243,9,At Risk
NK-18490,71,7,572.048,121.2177,Neil Knudson,Home Office,3,4,1,341,8,Promising / Needs Attention
NL-18310,59,4,1418.0900000000001,343.6381,Nancy Lomonaco,Home Office,3,2,2,322,7,Promising / Needs Attention
NM-18445,161,7,6459.344,2751.6848999999997,Nathan Mautz,Home Office,2,4,5,245,11,At Risk
NM-18520,245,10,2161.979,788.9525000000001,Neoma Murray,Consumer,1,5,3,153,9,At Risk
NP-18325,26,6,5529.62,1208.8890000000001,Naresj Patel,Consumer,5,3,5,535,13,Loyal Customers
NP-18670,59,5,3908.402,514.6002,Nora Paige,Consumer,3,2,4,324,9,Promising / Needs Attention
NP-18685,407,6,1228.698,514.5017,Nora Pelletier,Home Office,1,3,2,132,6,Promising / Needs Attention
NP-18700,139,7,7903.1825,631.2282,Nora Preis,Consumer,2,4,5,245,11,At Risk
NR-18550,211,5,2367.277,-25.148799999999966,Nick Radford,Consumer,2,2,3,223,7,About to Sleep
NS-18505,7,4,2575.863,-12.303999999999997,Neola Schneider,Consumer,5,2,3,523,10,Potential Loyalists
NS-18640,175,13,2964.823,-234.7714,Noel Staavos,Corporate,2,5,4,254,11,At Risk
NW-18400,173,7,7234.014,1023.123,Natalie Webber,Consumer,2,4,5,245,11,At Risk
NZ-18565,86,9,2488.31,402.4236,Nick Zandusky,Home Office,3,5,3,353,11,Loyal Customers
ON-18715,411,9,1567.52,-5.88900000000001,Odella Nelson,Corporate,1,5,2,152,8,Promising / Needs Attention
OT-18730,66,5,3818.624,-925.1203,Olvera Toch,Consumer,3,2,4,324,9,Promising / Needs Attention
PA-19060,104,6,729.408,225.8588,Pete Armstrong,Home Office,3,3,1,331,7,Promising / Needs Attention
PB-18805,26,3,740.356,229.2257,Patrick Bzostek,Home Office,5,1,1,511,7,Potential Loyalists
PB-19105,58,4,688.324,218.15970000000002,Peter Bühler,Consumer,3,2,1,321,6,Promising / Needs Attention
PB-19150,98,8,1456.95,280.6606,Philip Brown,Consumer,3,4,2,342,9,Promising / Needs Attention
PB-19210,689,2,132.738,21.897000000000002,Phillip Breyer,Corporate,1,1,1,111,3,Hibernating / Lost
PC-18745,3,4,1832.064,272.685,Pamela Coakley,Corporate,5,2,3,523,10,Potential Loyalists
PC-19000,883,2,1061.488,-184.3364,Pauline Chand,Home Office,1,1,2,112,4,Hibernating / Lost
PF-19120,836,4,9062.864,-614.2943000000001,Peter Fuller,Consumer,1,2,5,125,8,About to Sleep
PF-19165,197,6,2770.0,196.87389999999996,Philip Fox,Consumer,2,3,4,234,9,At Risk
PF-19225,115,5,2206.1279999999997,591.3118000000001,Phillip Flathmann,Consumer,2,2,3,223,7,About to Sleep
PG-18820,37,13,3086.907,137.46130000000002,Patrick Gardner,Consumer,4,5,4,454,13,Champions
PG-18895,58,9,1987.164,334.5163,Paul Gonzalez,Consumer,3,5,3,353,11,Loyal Customers
PH-18790,71,1,729.648,47.8878,Patricia Hirasaki,Home Office,3,1,1,311,5,Promising / Needs Attention
PJ-18835,40,8,1220.09,442.1355,Patrick Jones,Corporate,4,4,2,442,10,Promising / Needs Attention
PJ-19015,135,7,1824.2340000000002,682.9979000000001,Pauline Johnson,Consumer,2,4,3,243,9,At Risk
PK-18910,484,2,1441.152,-798.705,Paul Knutson,Home Office,1,1,2,112,4,Hibernating / Lost
PK-19075,10,12,8646.934,2038.2676000000001,Pete Kriz,Consumer,5,5,5,555,15,Champions
PL-18925,16,5,239.481,-0.7527000000000026,Paul Lucas,Home Office,5,2,1,521,8,Potential Loyalists
PM-18940,387,3,1405.402,157.8768,Paul MacIntyre,Consumer,1,1,2,112,4,Hibernating / Lost
PM-19135,52,4,4115.662,526.7537,Peter McVee,Home Office,4,2,4,424,10,Potential Loyalists
PN-18775,31,8,1467.152,192.0396,Parhena Norris,Home Office,4,4,2,442,10,Promising / Needs Attention
PO-18850,5,11,7473.8282,38.47569999999996,Patrick O'Brill,Consumer,5,5,5,555,15,Champions
PO-18865,1,7,2493.214,437.8533,Patrick O'Donnell,Consumer,5,4,3,543,12,Loyal Customers
PO-19180,161,9,4893.043,1155.4331,Philisse Overcash,Home Office,2,5,5,255,12,At Risk
PO-19195,87,5,1056.858,-49.70089999999999,Phillina Ober,Home Office,3,2,2,322,7,Promising / Needs Attention
PP-18955,98,10,7252.608,1495.0854,Paul Prost,Home Office,3,5,5,355,13,Loyal Customers
PR-18880,37,5,1840.178,247.6226,Patrick Ryan,Consumer,4,2,3,423,9,Potential Loyalists
PS-18760,108,6,2181.479,-134.441,Pamela Stobb,Consumer,2,3,3,233,8,At Risk
PS-18970,70,8,1278.639,198.5099,Paul Stevenson,Home Office,3,4,2,342,9,Promising / Needs Attention
PS-19045,237,7,6843.634,1742.7296999999999,Penelope Sewall,Home Office,1,4,5,145,10,At Risk
PT-19090,72,4,160.572,-20.0508,Pete Takahito,Consumer,3,2,1,321,6,Promising / Needs Attention
PV-18985,90,5,2876.046,434.52840000000003,Paul Van Hugh,Home Office,3,2,4,324,9,Promising / Needs Attention
PW-19030,47,10,3454.916,803.8169,Pauline Webber,Corporate,4,5,4,454,13,Champions
PW-19240,465,7,3922.4150000000004,1290.354,Pierre Wener,Consumer,1,4,4,144,9,At Risk
QJ-19255,26,9,6108.338,1203.6768,Quincy Jones,Corporate,5,5,5,555,15,Champions
RA-19285,6,9,2617.906,546.0882,Ralph Arnett,Consumer,5,5,3,553,13,Loyal Customers
RA-19885,44,7,3832.314,1292.8656,Ruben Ausman,Corporate,4,4,4,444,12,Champions
RA-19915,13,9,4793.543,304.8673,Russell Applegate,Consumer,5,5,5,555,15,Champions
RA-19945,62,5,1686.9225,-445.695,Ryan Akin,Consumer,3,2,2,322,7,Promising / Needs Attention
RB-19330,69,2,1008.1959999999999,-164.40619999999998,Randy Bradley,Consumer,3,1,2,312,6,Promising / Needs Attention
RB-19360,97,6,15117.339,6976.0959,Raymond Buch,Consumer,3,3,5,335,11,Loyal Customers
RB-19435,20,8,2663.0860000000002,477.23990000000003,Richard Bierner,Consumer,5,4,3,543,12,Loyal Customers
RB-19465,10,12,4715.466,640.5466,Rick Bensley,Home Office,5,5,5,555,15,Champions
RB-19570,26,5,528.546,76.8879,Rob Beeghly,Consumer,5,2,1,521,8,Potential Loyalists
RB-19645,649,5,221.084,72.679,Robert Barroso,Corporate,1,2,1,121,4,Hibernating / Lost
RB-19705,55,4,2067.45,243.07549999999998,Roger Barcio,Home Office,3,2,3,323,8,Promising / Needs Attention
RB-19795,33,8,5633.316000000001,-461.73319999999995,Ross Baird,Home Office,4,4,5,445,13,Champions
RC-19825,370,6,966.409,63.991400000000006,Roy Collins,Consumer,1,3,2,132,6,Promising / Needs Attention
RC-19960,111,6,885.752,10.563300000000002,Ryan Crowe,Consumer,2,3,1,231,6,Promising / Needs Attention
RD-19480,73,8,4272.93,480.594,Rick Duston,Consumer,3,4,4,344,11,Loyal Customers
RD-19585,181,10,2912.8940000000002,734.5158,Rob Dowd,Consumer,2,5,4,254,11,At Risk
RD-19660,115,5,2786.632,835.772,Robert Dilbeck,Home Office,2,2,4,224,8,About to Sleep
RD-19720,22,10,1419.737,207.3304,Roger Demir,Consumer,5,5,2,552,12,Promising / Needs Attention
RD-19810,15,8,1137.616,318.4625,Ross DeVincentis,Home Office,5,4,2,542,11,Promising / Needs Attention
RD-19900,115,9,3133.924,455.5292,Ruben Dartt,Consumer,2,5,4,254,11,At Risk
RD-19930,43,4,970.9420000000001,35.05740000000001,Russell D'Ascenzo,Consumer,4,2,2,422,8,Potential Loyalists
RE-19405,1098,1,48.36,6.045,Ricardo Emerson,Consumer,1,1,1,111,3,Hibernating / Lost
RE-19450,303,5,876.696,209.2294,Richard Eichhorn,Consumer,1,2,1,121,4,Hibernating / Lost
RF-19345,391,8,3309.15,633.7072000000001,Randy Ferguson,Corporate,1,4,4,144,9,At Risk
RF-19735,90,7,2341.2960000000003,711.6168,Roland Fjeld,Consumer,3,4,3,343,10,Loyal Customers
RF-19840,7,8,945.222,280.0261,Roy Französisch,Consumer,5,4,1,541,10,Promising / Needs Attention
RH-19495,33,5,3621.3759999999997,563.7877,Rick Hansen,Consumer,4,2,4,424,10,Potential Loyalists
RH-19510,468,6,6979.18,1289.4535,Rick Huthwaite,Home Office,1,3,5,135,9,At Risk
RH-19555,520,2,740.382,0.30570000000000164,Ritsa Hightower,Consumer,1,1,1,111,3,Hibernating / Lost
RH-19600,535,3,2085.7400000000002,172.6261,Rob Haberlin,Consumer,1,1,3,113,5,About to Sleep
RK-19300,120,3,1460.192,269.688,Ralph Kennedy,Consumer,2,1,2,212,5,Hibernating / Lost
RL-19615,122,8,6234.91,488.14840000000004,Rob Lucas,Consumer,2,4,5,245,11,At Risk
RM-19375,346,6,1453.474,392.1499,Raymond Messe,Consumer,1,3,2,132,6,Promising / Needs Attention
RM-19675,7,5,5979.0960000000005,1902.5438000000001,Robert Marley,Home Office,5,2,5,525,12,Potential Loyalists
RM-19750,300,1,98.35,28.6879,Roland Murray,Consumer,1,1,1,111,3,Hibernating / Lost
RO-19780,36,7,3815.478,-1262.5716000000002,Rose O'Brian,Consumer,4,4,4,444,12,Champions
RP-19270,497,4,954.6452,59.538399999999996,Rachel Payne,Corporate,1,2,1,121,4,Hibernating / Lost
RP-19390,34,12,5153.084,465.25030000000015,Resi Pölking,Consumer,4,5,5,455,14,Champions
RP-19855,29,8,2170.716,594.5868,Roy Phan,Corporate,4,4,3,443,11,Loyal Customers
RR-19315,20,2,615.932,-73.835,Ralph Ritter,Consumer,5,1,1,511,7,Potential Loyalists
RR-19525,171,6,3302.2619999999997,721.6826,Rick Reed,Corporate,2,3,4,234,9,At Risk
RS-19420,77,5,3221.29,633.4513999999999,Ricardo Sperren,Corporate,3,2,4,324,9,Promising / Needs Attention
RS-19765,37,8,4159.7699999999995,1206.3851,Roland Schwarz,Corporate,4,4,4,444,12,Champions
RS-19870,20,2,22.328,9.5838,Roy Skaria,Home Office,5,1,1,511,7,Potential Loyalists
RW-19540,121,7,7397.401,1586.6273,Rick Wilson,Corporate,2,4,5,245,11,At Risk
RW-19630,90,9,3279.746,698.8325,Rob Williams,Corporate,3,5,4,354,12,Loyal Customers
RW-19690,80,5,3495.646,707.5503,Robert Waldorf,Consumer,3,2,4,324,9,Promising / Needs Attention
SA-20830,64,10,4767.3415,610.1496000000001,Sue Ann Reed,Consumer,3,5,5,355,13,Loyal Customers
SB-20170,202,3,1348.02,157.6658,Sarah Bern,Consumer,2,1,2,212,5,Hibernating / Lost
SB-20185,189,6,6410.996,885.4623999999999,Sarah Brown,Consumer,2,3,5,235,10,At Risk
SB-20290,48,7,8057.891,-2082.7451,Sean Braxton,Corporate,4,4,5,445,13,Champions
SC-20020,782,5,3362.9636,-317.0508,Sam Craven,Consumer,1,2,4,124,7,About to Sleep
SC-20050,41,9,4624.572,1011.7443,Sample Company A,Home Office,4,5,5,455,14,Champions
SC-20095,350,9,14142.333999999999,5757.411899999999,Sanjit Chand,Consumer,1,5,5,155,11,At Risk
SC-20230,150,4,4371.9580000000005,440.14099999999996,Scot Coram,Corporate,2,2,5,225,9,About to Sleep
SC-20260,188,8,3729.7929999999997,671.0033999999999,Scott Cohen,Corporate,2,4,4,244,10,At Risk
SC-20305,30,7,3979.065,229.1617,Sean Christensen,Consumer,4,4,4,444,12,Champions
SC-20380,31,9,5992.536,236.66149999999996,Shahid Collister,Consumer,4,5,5,455,14,Champions
SC-20440,37,7,1874.998,379.5611,Shaun Chance,Corporate,4,4,3,443,11,Loyal Customers
SC-20575,93,5,902.7280000000001,100.2253,Sonia Cooley,Consumer,3,2,1,321,6,Promising / Needs Attention
SC-20680,127,6,1254.64,370.1578,Steve Carroll,Home Office,2,3,2,232,7,Promising / Needs Attention
SC-20695,90,10,2576.408,611.8291,Steve Chapman,Corporate,3,5,3,353,11,Loyal Customers
SC-20725,188,11,5226.21,1276.6513,Steven Cartwright,Consumer,2,5,5,255,12,At Risk
SC-20770,42,7,4492.657,-671.1874,Stewart Carmichael,Corporate,4,4,5,445,13,Champions
SC-20800,31,4,279.25600000000003,51.8252,Stuart Calhoun,Consumer,4,2,1,421,7,Potential Loyalists
SC-20845,132,2,280.632,31.1757,Sung Chung,Consumer,2,1,1,211,4,Hibernating / Lost
SD-20485,201,9,6121.114,1985.1671999999999,Shirley Daniels,Home Office,2,5,5,255,12,At Risk
SE-20110,10,11,12209.438000000002,2650.6769,Sanjit Engle,Consumer,5,5,5,555,15,Champions
SF-20065,60,7,763.5459999999999,228.1623,Sandra Flanagan,Consumer,3,4,1,341,8,Promising / Needs Attention
SF-20200,60,9,3422.7859999999996,286.9046,Sarah Foster,Consumer,3,5,4,354,12,Loyal Customers
SF-20965,49,9,3336.535,539.9352,Sylvia Foulston,Corporate,4,5,4,454,13,Champions
SG-20080,9,3,3406.5809999999997,570.438,Sandra Glassco,Consumer,5,1,4,514,10,Potential Loyalists
SG-20470,184,8,1884.798,-119.0105,Sheri Gordon,Consumer,2,4,3,243,9,At Risk
SG-20605,109,6,3124.832,463.269,Speros Goranitis,Consumer,2,3,4,234,9,At Risk
SG-20890,227,3,47.946,-3.7073,Susan Gilcrest,Corporate,1,1,1,111,3,Hibernating / Lost
SH-19975,30,13,3406.8395,558.4739999999999,Sally Hughsby,Corporate,4,5,4,454,13,Champions
SH-20395,24,10,2180.718,-144.5229,Shahid Hopkins,Consumer,5,5,3,553,13,Loyal Customers
SH-20635,766,2,2096.392,260.6258,Stefanie Holloman,Corporate,1,1,3,113,5,About to Sleep
SJ-20125,96,12,3949.656,144.1189,Sanjit Jacobs,Home Office,3,5,4,354,12,Loyal Customers
SJ-20215,30,6,1341.036,-23.5137,Sarah Jordon,Consumer,4,3,2,432,9,Potential Loyalists
SJ-20500,254,5,1318.776,68.09629999999999,Shirley Jackson,Consumer,1,2,2,122,5,Hibernating / Lost
SK-19990,9,3,883.409,168.7933,Sally Knutson,Consumer,5,1,1,511,7,Potential Loyalists
SL-20155,71,7,3053.012,527.9715,Sara Luxemburg,Home Office,3,4,4,344,11,Loyal Customers
SM-20005,422,4,244.49399999999997,-26.5927,Sally Matthias,Consumer,1,2,1,121,4,Hibernating / Lost
SM-20320,80,5,25043.05,-1980.7393,Sean Miller,Home Office,3,2,5,325,10,Promising / Needs Attention
SM-20905,607,1,1043.041,-237.2885,Susan MacKendrick,Consumer,1,1,2,112,4,Hibernating / Lost
SM-20950,26,12,5563.392,581.5741999999999,Suzanne McNair,Corporate,5,5,5,555,15,Champions
SN-20560,112,6,1860.418,-716.8565000000001,Skye Norling,Home Office,2,3,3,233,8,At Risk
SN-20710,80,7,3127.9592,481.74989999999997,Steve Nguyen,Home Office,3,4,4,344,11,Loyal Customers
SO-20335,30,6,2602.5755,-81.0858,Sean O'Donnell,Consumer,4,3,3,433,10,Loyal Customers
SP-20545,328,6,1306.086,-118.77570000000001,Sibella Parks,Corporate,1,3,2,132,6,Promising / Needs Attention
SP-20620,48,9,5440.319,-270.42819999999995,Stefania Perrino,Corporate,4,5,5,455,14,Champions
SP-20650,387,9,1872.4360000000001,268.4782,Stephanie Phelps,Corporate,1,5,3,153,9,At Risk
SP-20860,80,10,4282.94,566.7226,Sung Pak,Corporate,3,5,5,355,13,Loyal Customers
SP-20920,71,6,3990.689,14.692400000000003,Susan Pistek,Consumer,3,3,4,334,10,Loyal Customers
SR-20425,9,5,3233.481,-3333.9144,Sharelle Roach,Home Office,5,2,4,524,11,Potential Loyalists
SR-20740,197,8,4345.8859999999995,1990.4243999999999,Steven Roelle,Home Office,2,4,5,245,11,At Risk
SS-20140,16,8,1324.028,332.3487,Saphhira Shifley,Corporate,5,4,2,542,11,Promising / Needs Attention
SS-20410,111,6,3056.8070000000002,-1010.9738,Shahid Shariari,Consumer,2,3,4,234,9,At Risk
SS-20515,492,3,613.4,199.93449999999999,Shirley Schmidt,Home Office,1,1,1,111,3,Hibernating / Lost
SS-20590,433,6,418.49,135.5401,Sonia Sunley,Consumer,1,3,1,131,5,Promising / Needs Attention
SS-20875,121,5,964.636,-75.586,Sung Shariari,Consumer,2,2,2,222,6,Hibernating / Lost
ST-20530,126,7,433.34000000000003,84.4419,Shui Tom,Consumer,2,4,1,241,7,Promising / Needs Attention
SU-20665,21,7,2595.364,763.4719,Stephanie Ulpright,Home Office,5,4,3,543,12,Loyal Customers
SV-20365,102,10,11470.949999999999,1199.4242,Seth Vernon,Consumer,3,5,5,355,13,Loyal Customers
SV-20785,321,9,4105.305,485.0272,Stewart Visinsky,Consumer,1,5,4,154,10,At Risk
SV-20815,77,4,1271.0900000000001,199.6502,Stuart Van,Corporate,3,2,2,322,7,Promising / Needs Attention
SV-20935,3,8,1903.491,106.8912,Susan Vittorini,Consumer,5,4,3,543,12,Loyal Customers
SW-20245,82,7,1085.078,-19.60620000000001,Scot Wooten,Consumer,3,4,2,342,9,Promising / Needs Attention
SW-20275,31,6,1966.65,332.8725,Scott Williamson,Consumer,4,3,3,433,10,Loyal Customers
SW-20350,163,3,1019.044,95.8383,Sean Wendt,Home Office,2,1,2,212,5,Hibernating / Lost
SW-20455,163,7,2921.544,793.6548,Shaun Weien,Consumer,2,4,4,244,10,At Risk
SW-20755,535,2,758.6959999999999,68.2416,Steven Ward,Corporate,1,1,1,111,3,Hibernating / Lost
SZ-20035,36,11,3625.329,366.43030000000005,Sam Zeldin,Home Office,4,5,4,454,13,Champions
TA-21385,70,4,14595.62,4703.7883,Tom Ashbrook,Home Office,3,2,5,325,10,Promising / Needs Attention
TB-21055,120,5,1467.881,390.2113,Ted Butterfield,Consumer,2,2,2,222,6,Hibernating / Lost
TB-21175,59,4,3589.296,829.1635,Thomas Boland,Corporate,3,2,4,324,9,Promising / Needs Attention
TB-21190,50,4,816.1740000000001,179.0038,Thomas Brumley,Home Office,4,2,1,421,7,Potential Loyalists
TB-21250,350,7,1602.376,260.6155,Tim Brockman,Consumer,1,4,2,142,7,Promising / Needs Attention
TB-21280,584,6,2198.45,490.9567,Toby Braunhardt,Consumer,1,3,3,133,7,At Risk
TB-21355,147,5,834.328,268.967,Todd Boyes,Corporate,2,2,1,221,5,Hibernating / Lost
TB-21400,203,7,9133.99,2798.3689,Tom Boeckenhauer,Consumer,2,4,5,245,11,At Risk
TB-21520,108,9,4737.486,-1603.0451,Tracy Blumstein,Consumer,2,5,5,255,12,At Risk
TB-21595,286,5,1387.559,-136.4091,Troy Blackwell,Consumer,1,2,2,122,5,Hibernating / Lost
TB-21625,31,9,2797.668,379.882,Trudy Brown,Consumer,4,5,4,454,13,Champions
TC-20980,400,5,19052.218,8981.323900000001,Tamara Chand,Corporate,1,2,5,125,8,About to Sleep
TC-21145,107,1,1038.26,265.5332,Theresa Coyne,Corporate,2,1,2,212,5,Hibernating / Lost
TC-21295,28,8,4266.812,606.3727,Toby Carlisle,Consumer,4,4,4,444,12,Champions
TC-21475,154,9,1244.976,119.104,Tony Chapman,Home Office,2,5,2,252,9,Promising / Needs Attention
TC-21535,5,7,742.5580000000001,217.933,Tracy Collins,Home Office,5,4,1,541,10,Promising / Needs Attention
TD-20995,38,9,1434.5480000000002,88.1897,Tamara Dahlen,Consumer,4,5,2,452,11,Promising / Needs Attention
TG-21310,338,5,3058.372,682.1704,Toby Gnade,Consumer,1,3,4,134,8,At Risk
TG-21640,115,4,2074.661,365.7205,Trudy Glocke,Consumer,2,2,3,223,7,About to Sleep
TH-21100,345,5,2422.824,-135.2125,Thea Hendricks,Consumer,1,3,3,133,7,At Risk
TH-21115,59,4,2942.772,-252.5539,Thea Hudgings,Corporate,3,2,4,324,9,Promising / Needs Attention
TH-21235,118,8,1022.201,92.729,Tiffany House,Corporate,2,4,2,242,8,Promising / Needs Attention
TH-21550,73,7,4234.0960000000005,-571.9678,Tracy Hopkins,Home Office,3,4,4,344,11,Loyal Customers
TM-21010,104,8,2955.2259999999997,573.3013,Tamara Manning,Consumer,3,4,4,344,11,Loyal Customers
TM-21490,131,3,1094.6779999999999,292.52099999999996,Tony Molinari,Consumer,2,1,2,212,5,Hibernating / Lost
TN-21040,91,7,3130.221,-692.0452,Tanja Norvell,Home Office,3,4,4,344,11,Loyal Customers
TP-21130,9,9,4454.0560000000005,1129.1261,Theone Pippenger,Consumer,5,5,5,555,15,Champions
TP-21415,105,5,5329.0048,-1087.3898,Tom Prescott,Consumer,2,3,5,235,10,At Risk
TP-21565,351,4,1936.6399999999999,139.22869999999995,Tracy Poddar,Corporate,1,2,3,123,6,About to Sleep
TR-21325,194,5,675.9419999999999,220.36440000000002,Toby Ritter,Consumer,2,3,1,231,6,Promising / Needs Attention
TS-21085,358,2,4.833,-3.3156,Thais Sissman,Consumer,1,1,1,111,3,Hibernating / Lost
TS-21160,505,6,2163.6240000000003,260.87440000000004,Theresa Swint,Corporate,1,3,3,133,7,At Risk
TS-21205,199,7,5371.09,862.8877,Thomas Seio,Corporate,2,4,5,245,11,At Risk
TS-21340,227,5,974.7819999999999,-184.97889999999998,Toby Swindell,Consumer,1,3,2,132,6,Promising / Needs Attention
TS-21370,37,6,11891.751,2371.7144000000003,Todd Sumrall,Corporate,4,3,5,435,12,Loyal Customers
TS-21430,173,5,2054.14,48.70169999999999,Tom Stivers,Corporate,2,3,3,233,8,At Risk
TS-21505,12,6,2243.274,11.377899999999983,Tony Sayre,Consumer,5,3,3,533,11,Loyal Customers
TS-21610,56,7,2820.424,-294.6981,Troy Staebel,Consumer,3,4,4,344,11,Loyal Customers
TS-21655,239,5,3368.094,220.91629999999998,Trudy Schmidt,Consumer,1,3,4,134,8,At Risk
TT-21070,32,7,4915.602,751.9567,Ted Trevino,Consumer,4,4,5,445,13,Champions
TT-21220,184,8,1427.0439999999999,278.7371,Thomas Thornton,Consumer,2,4,2,242,8,Promising / Needs Attention
TT-21265,407,3,439.5,93.9162,Tim Taslimi,Corporate,1,1,1,111,3,Hibernating / Lost
TT-21460,13,7,5364.808,1124.4999,Tonja Turnell,Home Office,5,4,5,545,14,Champions
TW-21025,65,7,5278.826,737.3905,Tamara Willingham,Home Office,3,4,5,345,12,Loyal Customers
TZ-21580,36,4,1707.286,224.8887,Tracy Zic,Consumer,4,2,2,422,8,Potential Loyalists
VB-21745,55,6,2005.596,371.2398,Victoria Brennan,Corporate,3,3,3,333,9,Loyal Customers
VD-21670,582,6,6442.254,1617.7874000000002,Valerie Dominguez,Consumer,1,3,5,135,9,At Risk
VF-21715,14,5,847.944,-96.27799999999999,Vicky Freymann,Home Office,5,3,1,531,9,Potential Loyalists
VG-21790,155,6,846.01,143.6268,Vivek Gonzalez,Consumer,2,3,1,231,6,Promising / Needs Attention
VG-21805,287,5,427.372,-52.333,Vivek Grady,Corporate,1,3,1,131,5,Promising / Needs Attention
