customer_id,customer_name,segment,recency,frequency,monetary,total_profit,total_quantity,first_order_date,last_order_date,aov,profit_margin_pct,r_score,f_score,m_score,rfm_score,rfm_combined_score,rfm_segment
JF-15565,Jill Fjeld,Consumer,54,8,4198.332,1073.2088,67,2014-10-11,2017-11-06,524.79,25.56,3,4,4,344,11,Loyal Customers
JG-15115,Jack Garza,Consumer,758,3,2358.676,684.1911,20,2014-09-21,2015-12-03,786.23,29.01,1,1,3,113,5,About to Sleep
JG-15160,James Galang,Consumer,1,11,6366.392,1415.6664,70,2014-05-30,2017-12-29,578.76,22.24,5,5,5,555,15,Champions
JG-15310,Jason Gross,Corporate,2,6,2240.58,3.7976000000000063,46,2016-03-03,2017-12-28,373.43,0.17,5,3,3,533,11,Loyal Customers
JG-15805,John Grady,Corporate,223,6,1507.018,206.1019,46,2014-04-05,2017-05-21,251.17,13.68,2,3,2,232,7,Hibernating
JH-15430,Jennifer Halladay,Consumer,5,4,309.281,-24.077100000000005,29,2014-02-24,2017-12-25,77.32,-7.78,5,1,1,511,7,New Customers
JH-15820,John Huston,Consumer,174,6,528.91,26.082199999999997,29,2014-05-19,2017-07-09,88.15,4.93,2,3,1,231,6,Hibernating
JH-15910,Jonathan Howell,Consumer,41,7,959.477,-13.554499999999996,35,2015-06-12,2017-11-19,137.07,-1.41,4,4,1,441,9,Hibernating
JH-15985,Joseph Holt,Consumer,29,6,7954.9980000000005,-644.6982,64,2014-08-09,2017-12-01,1325.83,-8.1,4,3,5,435,12,Loyal Customers
JH-16180,Justin Hirsh,Consumer,404,4,2256.3940000000002,-96.95300000000002,28,2015-05-25,2016-11-21,564.1,-4.3,1,1,3,113,5,About to Sleep
JJ-15445,Jennifer Jackson,Consumer,483,5,709.178,200.5558,25,2015-03-05,2016-09-03,141.84,28.28,1,2,1,121,4,Lost Customers
JJ-15760,Joel Jenkins,Home Office,753,2,195.0,34.449200000000005,11,2015-10-05,2015-12-08,97.5,17.67,1,1,1,111,3,Lost Customers
JK-15205,Jamie Kunitz,Consumer,61,5,4427.142,1219.983,67,2014-07-11,2017-10-30,885.43,27.56,3,2,5,325,10,Hibernating
JK-15325,Jason Klamczynski,Corporate,287,3,383.812,55.32769999999999,15,2014-11-21,2017-03-18,127.94,14.42,1,1,1,111,3,Lost Customers
JK-15370,Jay Kimmel,Consumer,44,8,2709.632,330.2838,72,2014-04-11,2017-11-16,338.7,12.19,4,4,3,443,11,Loyal Customers
JK-15625,Jim Karlsson,Consumer,61,7,3760.028,750.9485,44,2014-05-31,2017-10-30,537.15,19.97,3,4,4,344,11,Loyal Customers
JK-15640,Jim Kriz,Home Office,180,9,4760.434,1172.5303,41,2014-09-19,2017-07-03,528.94,24.63,2,5,5,255,12,At Risk
JK-15730,Joe Kamberova,Consumer,84,10,4867.2,55.0483,88,2014-11-18,2017-10-07,486.72,1.13,3,5,5,355,13,Loyal Customers
JK-16090,Juliana Krohn,Consumer,28,3,3747.668,586.6625,43,2015-04-21,2017-12-02,1249.22,15.65,4,1,4,414,9,Potential Loyalists
JK-16120,Julie Kriz,Home Office,117,10,2932.484,122.6566,49,2014-11-02,2017-09-04,293.25,4.18,2,5,4,254,11,At Risk
JL-15130,Jack Lebron,Consumer,8,6,1214.956,-207.79559999999998,42,2014-07-18,2017-12-22,202.49,-17.1,5,3,2,532,10,Hibernating
JL-15175,James Lanier,Home Office,6,5,1571.523,209.2817,29,2014-12-31,2017-12-24,314.3,13.32,5,2,2,522,9,Potential Loyalists
JL-15235,Janet Lee,Consumer,119,5,2203.7,54.51740000000002,39,2014-05-25,2017-09-02,440.74,2.47,2,2,3,223,7,About to Sleep
JL-15505,Jeremy Lonsdale,Consumer,49,6,3173.874,591.7163,56,2014-11-14,2017-11-11,528.98,18.64,4,3,4,434,11,Loyal Customers
JL-15835,John Lee,Consumer,21,11,9799.923,228.907,143,2014-04-18,2017-12-09,890.9,2.34,5,5,5,555,15,Champions
JL-15850,John Lucas,Consumer,614,6,2725.256,779.9046,38,2014-07-22,2016-04-25,454.21,28.62,1,3,3,133,7,At Risk
JM-15250,Janet Martin,Consumer,37,6,3159.1220000000003,19.82350000000004,91,2016-03-29,2017-11-23,526.52,0.63,4,3,4,434,11,Loyal Customers
JM-15265,Janet Molinari,Corporate,37,5,1804.146,502.6143,52,2014-08-25,2017-11-23,360.83,27.86,4,2,3,423,9,Potential Loyalists
JM-15535,Jessica Myrick,Consumer,102,7,1733.443,356.5395,46,2014-09-13,2017-09-19,247.63,20.57,3,4,2,342,9,Hibernating
JM-15580,Jill Matthias,Consumer,0,5,303.948,113.1204,26,2016-04-14,2017-12-30,60.79,37.22,5,2,1,521,8,Need Attention
JM-15655,Jim Mitchum,Corporate,8,5,864.947,117.20400000000001,41,2014-04-08,2017-12-22,172.99,13.55,5,2,1,521,8,Need Attention
JM-15865,John Murray,Consumer,109,7,7625.076000000001,1574.6163999999999,50,2014-11-19,2017-09-12,1089.3,20.65,2,4,5,245,11,At Risk
JM-16195,Justin MacKendrick,Consumer,57,10,2833.9260000000004,754.1144,74,2014-04-30,2017-11-03,283.39,26.61,3,5,4,354,12,Loyal Customers
JO-15145,Jack O'Briant,Corporate,57,9,3254.949,581.4045,59,2014-01-06,2017-11-03,361.66,17.86,3,5,4,354,12,Loyal Customers
JO-15280,Jas O'Carroll,Consumer,92,6,1934.272,202.13619999999997,36,2014-03-31,2017-09-29,322.38,10.45,3,3,3,333,9,Loyal Customers
JO-15550,Jesus Ocampo,Home Office,215,5,1090.838,167.6709,42,2015-03-19,2017-05-29,218.17,15.37,2,2,2,222,6,Lost Customers
JP-15460,Jennifer Patt,Corporate,37,7,1669.135,429.7465,54,2014-08-24,2017-11-23,238.45,25.75,4,4,2,442,10,Hibernating
JP-15520,Jeremy Pistek,Consumer,8,7,3635.594,757.1802,63,2014-08-22,2017-12-22,519.37,20.83,5,4,4,544,13,Champions
JP-16135,Julie Prescott,Home Office,102,9,1707.71,309.7116,47,2014-09-23,2017-09-19,189.75,18.14,3,5,2,352,10,Hibernating
JR-15670,Jim Radford,Consumer,593,2,1156.658,-785.1645,14,2015-12-24,2016-05-16,578.33,-67.88,1,1,2,112,4,Lost Customers
JR-15700,Jocasta Rupert,Consumer,68,1,863.88,107.985,3,2017-10-23,2017-10-23,863.88,12.5,3,1,1,311,5,Need Attention
JR-16210,Justin Ritter,Corporate,33,5,2201.686,452.37300000000005,41,2015-09-18,2017-11-27,440.34,20.55,4,2,3,423,9,Potential Loyalists
JS-15595,Jill Stevenson,Corporate,119,4,1417.654,-175.54899999999998,35,2014-03-03,2017-09-02,354.41,-12.38,2,1,2,212,5,Lost Customers
JS-15685,Jim Sink,Corporate,42,4,1131.0639999999999,-54.8692,42,2016-06-14,2017-11-18,282.77,-4.85,4,1,2,412,7,Potential Loyalists
JS-15880,John Stevenson,Consumer,534,5,3868.02,564.9798000000001,43,2014-04-08,2016-07-14,773.6,14.61,1,2,4,124,7,About to Sleep
JS-15940,Joni Sundaresam,Home Office,463,5,469.169,-327.9336,37,2014-05-03,2016-09-23,93.83,-69.9,1,2,1,121,4,Lost Customers
JS-16030,Joy Smith,Consumer,28,6,2516.494,-311.25749999999994,70,2014-02-27,2017-12-02,419.42,-12.37,4,3,3,433,10,Loyal Customers
JW-15220,Jane Waco,Corporate,42,6,7721.714,2173.7093999999997,66,2015-04-30,2017-11-18,1286.95,28.15,4,3,5,435,12,Loyal Customers
JW-15955,Joni Wasserman,Consumer,5,7,1244.086,-29.575899999999987,41,2015-08-16,2017-12-25,177.73,-2.38,5,4,2,542,11,Hibernating
JW-16075,Julia West,Consumer,461,4,1428.731,154.06369999999998,38,2015-03-21,2016-09-25,357.18,10.78,1,1,2,112,4,Lost Customers
KA-16525,Kelly Andreada,Consumer,36,7,1519.506,234.9194,57,2014-03-11,2017-11-24,217.07,15.46,4,4,2,442,10,Hibernating
KB-16240,Karen Bern,Corporate,4,7,3152.6150000000002,763.9076,34,2014-03-31,2017-12-26,450.37,24.23,5,4,4,544,13,Champions
KB-16315,Karl Braun,Consumer,296,9,1569.464,49.71929999999999,62,2014-08-26,2017-03-09,174.38,3.17,1,5,2,152,8,Hibernating
KB-16405,Katrina Bavinger,Home Office,117,3,908.821,274.297,25,2015-11-20,2017-09-04,302.94,30.18,2,1,1,211,4,Lost Customers
KB-16585,Ken Black,Corporate,230,12,2744.742,579.3551,102,2014-04-04,2017-05-14,228.73,21.11,1,5,3,153,9,At Risk
KB-16600,Ken Brennan,Corporate,1,7,983.922,293.55240000000003,29,2014-12-30,2017-12-29,140.56,29.83,5,4,2,542,11,Hibernating
KC-16255,Karen Carlisle,Corporate,407,6,2120.954,846.1217,40,2014-09-08,2016-11-18,353.49,39.89,1,3,3,133,7,At Risk
KC-16540,Kelly Collister,Consumer,97,4,3908.262,709.4219,28,2015-11-02,2017-09-24,977.07,18.15,3,1,4,314,8,Hibernating
KC-16675,Kimberly Carter,Corporate,57,4,1146.05,156.7797,40,2014-12-13,2017-11-03,286.51,13.68,3,1,2,312,6,Need Attention
KD-16270,Karen Daniels,Consumer,484,5,8282.358,1107.6952000000003,64,2014-11-11,2016-09-02,1656.47,13.37,1,2,5,125,8,About to Sleep
KD-16345,Katherine Ducich,Consumer,41,6,1888.964,328.5942,36,2014-09-02,2017-11-19,314.83,17.4,4,3,3,433,10,Loyal Customers
KD-16495,Keith Dawkins,Corporate,112,12,8181.256,3038.6254,84,2014-09-28,2017-09-09,681.77,37.14,2,5,5,255,12,At Risk
KD-16615,Ken Dana,Corporate,289,5,2243.5099999999998,539.7219,56,2015-09-13,2017-03-16,448.7,24.06,1,2,3,123,6,About to Sleep
KE-16420,Katrina Edelman,Corporate,26,8,1686.7312,397.87989999999996,67,2014-04-03,2017-12-04,210.84,23.59,5,4,2,542,11,Hibernating
KF-16285,Karen Ferguson,Home Office,97,7,10604.266,1660.1386,67,2014-09-26,2017-09-24,1514.9,15.66,3,4,5,345,12,Loyal Customers
KH-16330,Katharine Harms,Corporate,40,8,3312.864,454.7871,70,2014-04-01,2017-11-20,414.11,13.73,4,4,4,444,12,Champions
KH-16360,Katherine Hughes,Consumer,1,6,3100.612,528.2051,40,2014-04-29,2017-12-29,516.77,17.04,5,3,4,534,12,Loyal Customers
KH-16510,Keith Herrera,Consumer,22,7,5952.859,656.1162,91,2014-08-15,2017-12-08,850.41,11.02,5,4,5,545,14,Champions
KH-16630,Ken Heidel,Corporate,58,9,3918.9660000000003,727.3786,84,2014-11-01,2017-11-02,435.44,18.56,3,5,4,354,12,Loyal Customers
KH-16690,Kristen Hastings,Corporate,2,7,5990.799,1227.5091,69,2014-03-21,2017-12-28,855.83,20.49,5,4,5,545,14,Champions
KL-16555,Kelly Lampkin,Corporate,16,8,5016.488,-182.78130000000002,84,2014-06-15,2017-12-14,627.06,-3.64,5,4,5,545,14,Champions
KL-16645,Ken Lonsdale,Consumer,47,12,14175.229000000001,806.855,113,2014-07-25,2017-11-13,1181.27,5.69,4,5,5,455,14,Champions
KM-16225,Kalyca Meade,Corporate,14,6,2260.958,635.1057000000001,72,2015-07-06,2017-12-16,376.83,28.09,5,3,3,533,11,Loyal Customers
KM-16375,Katherine Murray,Home Office,56,8,5620.186,973.7901999999999,69,2014-07-20,2017-11-04,702.52,17.33,3,4,5,345,12,Loyal Customers
KM-16660,Khloe Miller,Consumer,15,5,453.538,91.1391,30,2014-12-22,2017-12-15,90.71,20.1,5,2,1,521,8,Need Attention
KM-16720,Kunst Miller,Consumer,28,8,4909.472,745.7685,98,2014-03-30,2017-12-02,613.68,15.19,4,4,5,445,13,Champions
KN-16390,Katherine Nockton,Corporate,19,9,2617.272,-151.1518,56,2014-12-02,2017-12-11,290.81,-5.78,5,5,3,553,13,Loyal Customers
KN-16450,Kean Nguyen,Corporate,52,5,2171.962,114.3083,49,2014-04-12,2017-11-08,434.39,5.26,4,2,3,423,9,Potential Loyalists
KN-16705,Kristina Nunn,Home Office,98,8,2280.58,329.76250000000005,55,2014-03-02,2017-09-23,285.07,14.46,3,4,3,343,10,Loyal Customers
KS-16300,Karen Seio,Corporate,295,3,88.472,0.11099999999999888,10,2015-01-13,2017-03-10,29.49,0.13,1,1,1,111,3,Lost Customers
KT-16465,Kean Takahito,Consumer,391,7,3057.1,254.0032,45,2014-09-08,2016-12-04,436.73,8.31,1,4,4,144,9,At Risk
KT-16480,Kean Thornton,Consumer,100,10,4642.088400000001,194.0671,37,2014-03-10,2017-09-21,464.21,4.18,3,5,5,355,13,Loyal Customers
KW-16435,Katrina Willman,Consumer,96,5,4416.5199999999995,1756.135,42,2015-08-24,2017-09-25,883.3,39.76,3,2,5,325,10,Hibernating
KW-16570,Kelly Williams,Consumer,771,4,449.096,107.92699999999999,22,2014-09-30,2015-11-20,112.27,24.03,1,1,1,111,3,Lost Customers
LA-16780,Laura Armstrong,Corporate,154,11,8673.222,2059.1199,105,2014-04-29,2017-07-29,788.47,23.74,2,5,5,255,12,At Risk
LB-16735,Larry Blacks,Consumer,48,3,50.188,18.6507,12,2016-07-25,2017-11-12,16.73,37.16,4,1,1,411,6,New Customers
LB-16795,Laurel Beltran,Home Office,152,8,4985.676,-52.19099999999998,76,2014-04-23,2017-07-31,623.21,-1.05,2,4,5,245,11,At Risk
LC-16870,Lena Cacioppo,Consumer,27,8,2580.7039999999997,-188.25110000000004,113,2015-05-03,2017-12-03,322.59,-7.29,4,4,3,443,11,Loyal Customers
LC-16885,Lena Creighton,Consumer,16,12,7663.126,1288.3469,93,2014-04-25,2017-12-14,638.59,16.81,5,5,5,555,15,Champions
LC-16930,Linda Cazamias,Corporate,41,8,4492.946,288.26599999999996,52,2014-02-20,2017-11-19,561.62,6.42,4,4,5,445,13,Champions
LC-16960,Lindsay Castell,Home Office,436,4,3246.626,299.48019999999997,30,2015-02-23,2016-10-20,811.66,9.22,1,1,4,114,6,About to Sleep
LC-17050,Liz Carlisle,Consumer,54,5,2095.064,86.77799999999999,43,2014-01-31,2017-11-06,419.01,4.14,3,2,3,323,8,Hibernating
LC-17140,Logan Currie,Consumer,13,9,2633.582,231.12520000000004,62,2014-09-09,2017-12-17,292.62,8.78,5,5,3,553,13,Loyal Customers
LD-16855,Lela Donovan,Corporate,552,1,5.304,0.4641,3,2016-06-26,2016-06-26,5.3,8.75,1,1,1,111,3,Lost Customers
LD-17005,Lisa DeCherney,Consumer,414,4,1961.934,557.1714,25,2014-09-29,2016-11-11,490.48,28.4,1,1,3,113,5,About to Sleep
LE-16810,Laurel Elliston,Consumer,21,6,1469.45,161.76489999999998,32,2014-05-27,2017-12-09,244.91,11.01,5,3,2,532,10,Hibernating
LF-17185,Luke Foster,Consumer,22,7,3930.5089999999996,-3583.977,69,2014-07-26,2017-12-08,561.5,-91.18,5,4,4,544,13,Champions
LH-16750,Larry Hughes,Consumer,151,3,287.426,12.627699999999999,12,2014-09-21,2017-08-01,95.81,4.39,2,1,1,211,4,Lost Customers
LH-16900,Lena Hernandez,Consumer,21,9,2295.332,526.0727,64,2014-08-19,2017-12-09,255.04,22.92,5,5,3,553,13,Loyal Customers
LH-17020,Lisa Hazard,Consumer,239,4,318.239,-242.73989999999998,34,2014-09-08,2017-05-05,79.56,-76.28,1,1,1,111,3,Lost Customers
LH-17155,Logan Haushalter,Consumer,385,9,1739.689,316.5202,44,2014-12-12,2016-12-10,193.3,18.19,1,5,3,153,9,At Risk
LL-16840,Lauren Leatherbury,Consumer,249,6,2741.2039999999997,560.0078,50,2014-04-29,2017-04-25,456.87,20.43,1,3,3,133,7,At Risk
LM-17065,Liz MacKendrick,Consumer,391,5,1346.774,-44.87799999999999,32,2014-06-27,2016-12-04,269.35,-3.33,1,2,2,122,5,Lost Customers
LO-17170,Lori Olson,Corporate,2,5,644.35,150.1712,34,2015-02-06,2017-12-28,128.87,23.31,5,2,1,521,8,Need Attention
LP-17080,Liz Pelletier,Consumer,40,4,756.606,110.7813,39,2014-06-24,2017-11-20,189.15,14.64,4,1,1,411,6,New Customers
LP-17095,Liz Preis,Consumer,9,7,3653.399,338.44539999999995,52,2016-06-06,2017-12-21,521.91,9.26,5,4,4,544,13,Champions
LR-16915,Lena Radford,Consumer,26,6,5142.892,535.4764,64,2014-08-08,2017-12-04,857.15,10.41,5,3,5,535,13,Loyal Customers
LR-17035,Lisa Ryan,Corporate,132,5,1879.306,-382.8079,44,2014-09-07,2017-08-20,375.86,-20.37,2,2,3,223,7,About to Sleep
LS-16945,Linda Southworth,Corporate,178,6,2845.27,-318.77369999999996,51,2015-04-25,2017-07-05,474.21,-11.2,2,3,4,234,9,At Risk
LS-16975,Lindsay Shagiari,Home Office,20,9,2988.674,262.63669999999996,63,2014-10-20,2017-12-10,332.07,8.79,5,5,4,554,14,Champions
LS-17200,Luke Schmidt,Corporate,96,6,1010.2560000000001,244.197,54,2014-10-18,2017-09-25,168.38,24.17,3,3,2,332,8,Hibernating
LS-17230,Lycoris Saunders,Consumer,777,3,368.88000000000005,39.1952,16,2014-01-06,2015-11-14,122.96,10.63,1,1,1,111,3,Lost Customers
LS-17245,Lynn Smith,Consumer,34,6,1008.1360000000001,348.3584,47,2014-10-16,2017-11-26,168.02,34.55,4,3,2,432,9,Hibernating
LT-16765,Larry Tron,Consumer,26,3,329.876,59.036,8,2014-09-01,2017-12-04,109.96,17.9,5,1,1,511,7,New Customers
LT-17110,Liz Thompson,Consumer,34,8,2936.252,320.973,63,2014-06-01,2017-11-26,367.03,10.93,4,4,4,444,12,Champions
LW-16825,Laurel Workman,Corporate,88,5,2238.061,32.5767,50,2014-05-30,2017-10-03,447.61,1.46,3,2,3,323,8,Hibernating
LW-16990,Lindsay Williams,Corporate,33,6,3230.308,662.8339000000001,38,2016-05-05,2017-11-27,538.38,20.52,4,3,4,434,11,Loyal Customers
LW-17125,Liz Willingham,Consumer,205,3,1259.04,192.6312,15,2014-09-11,2017-06-08,419.68,15.3,2,1,2,212,5,Lost Customers
LW-17215,Luke Weiss,Consumer,21,7,5420.514,837.2411,59,2014-09-12,2017-12-09,774.36,15.45,5,4,5,545,14,Champions
MA-17560,Matt Abelman,Home Office,64,11,4299.161,1240.2266,117,2014-08-08,2017-10-27,390.83,28.85,3,5,5,355,13,Loyal Customers
MA-17995,Michelle Arnett,Home Office,186,6,2453.284,280.7822,42,2014-09-20,2017-06-27,408.88,11.45,2,3,3,233,8,At Risk
MB-17305,Maria Bertelson,Consumer,48,10,1548.702,212.425,63,2014-08-08,2017-11-12,154.87,13.72,4,5,2,452,11,Hibernating
MB-18085,Mick Brown,Consumer,44,7,1428.231,117.8057,39,2014-01-05,2017-11-16,204.03,8.25,4,4,2,442,10,Hibernating
MC-17275,Marc Crier,Consumer,76,8,2725.982,461.0014,54,2014-09-08,2017-10-15,340.75,16.91,3,4,3,343,10,Loyal Customers
MC-17425,Mark Cousins,Corporate,399,5,4432.138,1802.3903,48,2014-05-30,2016-11-26,886.43,40.67,1,2,5,125,8,About to Sleep
MC-17575,Matt Collins,Consumer,27,8,1303.893,210.7493,40,2014-12-02,2017-12-03,162.99,16.16,4,4,2,442,10,Hibernating
MC-17590,Matt Collister,Corporate,51,6,2426.067,288.98409999999996,47,2014-05-20,2017-11-09,404.34,11.91,4,3,3,433,10,Loyal Customers
MC-17605,Matt Connell,Corporate,112,8,2258.192,195.4486,60,2014-03-19,2017-09-09,282.27,8.66,2,4,3,243,9,At Risk
MC-17635,Matthew Clasen,Corporate,189,4,795.154,-247.94350000000003,33,2014-11-28,2017-06-24,198.79,-31.18,2,1,1,211,4,Lost Customers
MC-17845,Michael Chen,Consumer,1,7,3805.714,698.4174,45,2014-07-05,2017-12-29,543.67,18.35,5,4,4,544,13,Champions
MC-18100,Mick Crebagga,Consumer,41,10,2218.98,-64.1668,73,2014-06-18,2017-11-19,221.9,-2.89,4,5,3,453,12,Loyal Customers
MC-18130,Mike Caudle,Corporate,369,5,1581.9979999999998,121.7565,34,2014-09-19,2016-12-26,316.4,7.7,1,2,2,122,5,Lost Customers
MD-17350,Maribeth Dona,Consumer,117,7,3766.382,-241.94999999999996,64,2014-11-05,2017-09-04,538.05,-6.42,2,4,4,244,10,At Risk
MD-17860,Michael Dominguez,Corporate,36,5,1204.91,-4.040300000000002,45,2014-12-02,2017-11-24,240.98,-0.34,4,2,2,422,8,Potential Loyalists
ME-17320,Maria Etezadi,Home Office,42,10,10663.728000000001,1859.4695,82,2014-01-06,2017-11-18,1066.37,17.44,4,5,5,455,14,Champions
ME-17725,Max Engle,Consumer,28,8,1908.4532,77.81280000000001,46,2014-07-12,2017-12-02,238.56,4.08,4,4,3,443,11,Loyal Customers
ME-18010,Michelle Ellison,Corporate,92,4,1256.944,107.3604,15,2014-07-21,2017-09-29,314.24,8.54,3,2,2,322,7,Need Attention
MF-17665,Maureen Fritzler,Corporate,421,5,937.039,-341.52650000000006,36,2014-12-30,2016-11-04,187.41,-36.45,1,2,1,121,4,Lost Customers
MF-18250,Monica Federle,Corporate,7,5,1758.3,456.86080000000004,38,2014-09-15,2017-12-23,351.66,25.98,5,2,3,523,10,Potential Loyalists
MG-17650,Matthew Grinstein,Home Office,29,7,3785.276,341.898,57,2014-08-09,2017-12-01,540.75,9.03,4,4,4,444,12,Champions
MG-17680,Maureen Gastineau,Home Office,92,4,2350.188,25.888599999999972,25,2014-10-22,2017-09-29,587.55,1.1,3,2,3,323,8,Hibernating
MG-17695,Maureen Gnade,Consumer,555,3,1342.282,-398.79319999999996,23,2014-12-26,2016-06-23,447.43,-29.71,1,1,2,112,4,Lost Customers
MG-17875,Michael Grace,Home Office,116,5,1242.8329999999999,-470.7684,23,2014-02-23,2017-09-05,248.57,-37.88,2,2,2,222,6,Lost Customers
MG-17890,Michael Granlund,Home Office,99,9,776.384,171.7372,35,2014-12-29,2017-09-22,86.26,22.12,3,5,1,351,9,Hibernating
MG-18145,Mike Gockenbach,Consumer,84,4,3061.543,-93.603,42,2014-03-29,2017-10-07,765.39,-3.06,3,2,4,324,9,Hibernating
MG-18205,Mitch Gastineau,Corporate,264,1,16.739,-1.2453,8,2017-04-10,2017-04-10,16.74,-7.44,1,1,1,111,3,Lost Customers
MH-17290,Marc Harrigan,Home Office,119,6,2394.025,28.761200000000038,55,2014-04-26,2017-09-02,399.0,1.2,2,3,3,233,8,At Risk
MH-17440,Mark Haberlin,Corporate,376,4,400.016,61.428599999999996,25,2014-02-04,2016-12-19,100.0,15.36,1,2,1,121,4,Lost Customers
MH-17455,Mark Hamilton,Consumer,85,8,2456.1820000000002,484.77330000000006,45,2014-07-11,2017-10-06,307.02,19.74,3,4,3,343,10,Loyal Customers
MH-17620,Matt Hagelstein,Corporate,155,4,1252.8,122.3612,19,2015-12-05,2017-07-28,313.2,9.77,2,2,2,222,6,Lost Customers
MH-17785,Maya Herman,Corporate,98,7,2203.7780000000002,238.5614,42,2014-05-27,2017-09-23,314.83,10.83,3,4,3,343,10,Loyal Customers
MH-18025,Michelle Huthwaite,Consumer,49,5,2984.948,476.9032,31,2014-07-08,2017-11-11,596.99,15.98,4,2,4,424,10,Potential Loyalists
MH-18115,Mick Hernandez,Home Office,5,9,5503.093,170.9746,79,2016-08-23,2017-12-25,611.45,3.11,5,5,5,555,15,Champions
MJ-17740,Max Jones,Consumer,22,7,6320.746,1054.5529000000001,50,2015-06-09,2017-12-08,902.96,16.68,5,4,5,545,14,Champions
MK-17905,Michael Kennedy,Corporate,28,8,2302.368,-405.3559,73,2014-11-18,2017-12-02,287.8,-17.61,4,4,3,443,11,Loyal Customers
MK-18160,Mike Kennedy,Consumer,240,4,1031.602,227.83380000000002,43,2014-12-19,2017-05-04,257.9,22.09,1,2,2,122,5,Lost Customers
ML-17395,Marina Lichtenstein,Corporate,69,9,2722.843,684.9162,72,2014-02-14,2017-10-22,302.54,25.15,3,5,3,353,11,Loyal Customers
ML-17410,Maris LaWare,Consumer,54,6,2921.5,-76.17550000000003,51,2014-11-14,2017-11-06,486.92,-2.61,3,3,4,334,10,Loyal Customers
ML-17755,Max Ludwig,Home Office,29,7,2071.9139999999998,409.51120000000003,53,2016-08-04,2017-12-01,295.99,19.76,4,4,3,443,11,Loyal Customers
ML-18040,Michelle Lonsdale,Corporate,79,3,742.082,138.71620000000001,18,2017-03-26,2017-10-12,247.36,18.69,3,1,1,311,5,Need Attention
ML-18265,Muhammed Lee,Consumer,100,2,162.232,42.6648,7,2015-05-31,2017-09-21,81.12,26.3,3,1,1,311,5,Need Attention
MM-17260,Magdelene Morse,Consumer,168,4,1314.023,178.402,17,2014-05-28,2017-07-15,328.51,13.58,2,2,2,222,6,Lost Customers
MM-17920,Michael Moore,Consumer,7,11,3794.0800000000004,82.12499999999997,68,2014-01-13,2017-12-23,344.92,2.16,5,5,4,554,14,Champions
MM-18055,Michelle Moray,Consumer,61,8,2749.881,-520.3443,73,2014-04-11,2017-10-30,343.74,-18.92,3,4,3,343,10,Loyal Customers
MM-18280,Muhammed MacIntyre,Corporate,85,9,775.414,58.8916,32,2014-01-20,2017-10-06,86.16,7.59,3,5,1,351,9,Hibernating
MN-17935,Michael Nguyen,Consumer,34,6,2477.946,290.8227,36,2014-02-16,2017-11-26,412.99,11.74,4,3,3,433,10,Loyal Customers
MO-17500,Mary O'Rourke,Consumer,72,4,922.487,59.357699999999994,15,2014-11-28,2017-10-19,230.62,6.43,3,2,1,321,6,Need Attention
MO-17800,Meg O'Connel,Home Office,104,8,1687.0269999999998,169.34369999999998,49,2015-09-17,2017-09-17,210.88,10.04,2,4,2,242,8,Hibernating
MO-17950,Michael Oakman,Consumer,180,2,154.288,-82.0074,14,2015-04-02,2017-07-03,77.14,-53.15,2,1,1,211,4,Lost Customers
MP-17470,Mark Packer,Home Office,719,7,3206.132,600.2873,77,2014-03-30,2016-01-11,458.02,18.72,1,4,4,144,9,At Risk
MP-17965,Michael Paige,Corporate,72,9,3983.6420000000003,638.1563,62,2015-04-18,2017-10-19,442.63,16.02,3,5,4,354,12,Loyal Customers
MP-18175,Mike Pelletier,Home Office,16,9,5087.92,226.4529,78,2014-03-28,2017-12-14,565.32,4.45,5,5,5,555,15,Champions
MR-17545,Mathew Reese,Home Office,125,4,639.178,162.9363,29,2014-09-03,2017-08-27,159.79,25.49,2,2,1,221,5,Lost Customers
MS-17365,Maribeth Schnelling,Consumer,273,10,7443.6900000000005,844.9354999999998,105,2014-09-09,2017-04-01,744.37,11.35,1,5,5,155,11,At Risk
MS-17530,MaryBeth Skach,Consumer,434,4,475.65599999999995,84.0268,21,2014-11-04,2016-10-22,118.91,17.67,1,2,1,121,4,Lost Customers
MS-17710,Maurice Satty,Consumer,413,6,1613.402,247.4348,48,2014-03-24,2016-11-12,268.9,15.34,1,3,2,132,6,Hibernating
MS-17770,Maxwell Schwartz,Consumer,121,9,3144.678,280.85839999999996,73,2014-07-04,2017-08-31,349.41,8.93,2,5,4,254,11,At Risk
MS-17830,Melanie Seite,Consumer,452,4,370.348,19.431199999999997,14,2014-01-09,2016-10-04,92.59,5.25,1,2,1,121,4,Lost Customers
MS-17980,Michael Stewart,Corporate,26,6,855.116,55.226,49,2014-06-30,2017-12-04,142.52,6.46,5,3,1,531,9,Hibernating
MT-17815,Meg Tillman,Consumer,49,6,2890.139,509.0068,31,2015-11-06,2017-11-11,481.69,17.61,4,3,4,434,11,Loyal Customers
MT-18070,Michelle Tran,Home Office,203,4,1319.4498,-23.676300000000005,44,2014-09-25,2017-06-10,329.86,-1.79,2,2,2,222,6,Lost Customers
MV-17485,Mark Van Huff,Consumer,27,9,1560.05,189.0258,52,2014-01-20,2017-12-03,173.34,12.12,4,5,2,452,11,Hibernating
MV-18190,Mike Vittorini,Consumer,19,7,1734.574,273.8582,37,2014-01-30,2017-12-11,247.8,15.79,5,4,2,542,11,Hibernating
